Surname,Name,Middle_name,Type,"Количество доставок"
Федосеев,Юрий,Эдуардович,АИ-102,563
Федосеев,Юрий,Эдуардович,АИ-80,463
Федосеев,Юрий,Эдуардович,АИ-92,765
Федосеев,Юрий,Эдуардович,АИ-95,729
Федосеев,Юрий,Эдуардович,АИ-98,789
Федосеев,Юрий,Эдуардович,"Биодизельное топливо",685
Федосеев,Юрий,Эдуардович,"Дизельное топливо",465
Федосеев,Юрий,Эдуардович,Керосин,603
Копылов,Лев,Адамович,АИ-100,510
Копылов,Лев,Адамович,АИ-101,525
Копылов,Лев,Адамович,АИ-102,495
Копылов,Лев,Адамович,АИ-80,442
Копылов,Лев,Адамович,АИ-92,394
Копылов,Лев,Адамович,АИ-95,479
Копылов,Лев,Адамович,АИ-98,391
Копылов,Лев,Адамович,"Биодизельное топливо",436
Копылов,Лев,Адамович,"Дизельное топливо",380
Копылов,Лев,Адамович,Керосин,413
Сафонов,Михаил,Еремеевич,АИ-100,622
Сафонов,Михаил,Еремеевич,АИ-101,320
Сафонов,Михаил,Еремеевич,АИ-102,220
Сафонов,Михаил,Еремеевич,АИ-80,339
Сафонов,Михаил,Еремеевич,АИ-92,547
Сафонов,Михаил,Еремеевич,АИ-95,324
Сафонов,Михаил,Еремеевич,АИ-98,526
Сафонов,Михаил,Еремеевич,"Биодизельное топливо",325
Сафонов,Михаил,Еремеевич,"Дизельное топливо",450
Сафонов,Михаил,Еремеевич,Керосин,429
Макаров,Станимир,Гертрудович,АИ-100,455
Макаров,Станимир,Гертрудович,АИ-101,365
Макаров,Станимир,Гертрудович,АИ-102,378
Макаров,Станимир,Гертрудович,АИ-80,265
Макаров,Станимир,Гертрудович,АИ-92,360
Макаров,Станимир,Гертрудович,АИ-95,233
Макаров,Станимир,Гертрудович,АИ-98,232
Макаров,Станимир,Гертрудович,"Биодизельное топливо",329
Макаров,Станимир,Гертрудович,"Дизельное топливо",276
Макаров,Станимир,Гертрудович,Керосин,250
Фролов,Тимофей,Артёмович,АИ-100,383
Фролов,Тимофей,Артёмович,АИ-101,569
Фролов,Тимофей,Артёмович,АИ-102,442
Фролов,Тимофей,Артёмович,АИ-80,228
Фролов,Тимофей,Артёмович,АИ-92,102
Фролов,Тимофей,Артёмович,АИ-95,263
Фролов,Тимофей,Артёмович,АИ-98,411
Фролов,Тимофей,Артёмович,"Биодизельное топливо",457
Фролов,Тимофей,Артёмович,"Дизельное топливо",372
Фролов,Тимофей,Артёмович,Керосин,220
Гордеев,Селиван,Матвеевич,АИ-100,420
Гордеев,Селиван,Матвеевич,АИ-101,274
Гордеев,Селиван,Матвеевич,АИ-102,492
Гордеев,Селиван,Матвеевич,АИ-80,432
Гордеев,Селиван,Матвеевич,АИ-92,369
Гордеев,Селиван,Матвеевич,АИ-95,370
Гордеев,Селиван,Матвеевич,АИ-98,384
Гордеев,Селиван,Матвеевич,"Биодизельное топливо",321
Гордеев,Селиван,Матвеевич,"Дизельное топливо",558
Гордеев,Селиван,Матвеевич,Керосин,447
Ефремов,Феофан,Фадеевич,АИ-100,237
Ефремов,Феофан,Фадеевич,АИ-101,633
Ефремов,Феофан,Фадеевич,АИ-102,419
Ефремов,Феофан,Фадеевич,АИ-80,380
Ефремов,Феофан,Фадеевич,АИ-92,214
Ефремов,Феофан,Фадеевич,АИ-95,316
Ефремов,Феофан,Фадеевич,АИ-98,552
Ефремов,Феофан,Фадеевич,"Биодизельное топливо",562
Ефремов,Феофан,Фадеевич,"Дизельное топливо",483
Ефремов,Феофан,Фадеевич,Керосин,508
Прохоров,Фома,Арсенович,АИ-100,185
Прохоров,Фома,Арсенович,АИ-101,192
Прохоров,Фома,Арсенович,АИ-102,188
Прохоров,Фома,Арсенович,АИ-80,177
Прохоров,Фома,Арсенович,АИ-92,238
Прохоров,Фома,Арсенович,АИ-95,331
Прохоров,Фома,Арсенович,АИ-98,222
Прохоров,Фома,Арсенович,"Биодизельное топливо",219
Прохоров,Фома,Арсенович,"Дизельное топливо",132
Прохоров,Фома,Арсенович,Керосин,363
Моисеев,Ферапонт,Харитонович,АИ-100,679
Моисеев,Ферапонт,Харитонович,АИ-101,317
Моисеев,Ферапонт,Харитонович,АИ-102,613
Моисеев,Ферапонт,Харитонович,АИ-80,437
Моисеев,Ферапонт,Харитонович,АИ-92,522
Моисеев,Ферапонт,Харитонович,АИ-95,215
Моисеев,Ферапонт,Харитонович,АИ-98,294
Моисеев,Ферапонт,Харитонович,"Биодизельное топливо",210
Моисеев,Ферапонт,Харитонович,"Дизельное топливо",485
Моисеев,Ферапонт,Харитонович,Керосин,578
Исаев,Влас,Филимонович,АИ-100,367
Исаев,Влас,Филимонович,АИ-101,221
Исаев,Влас,Филимонович,АИ-102,675
Исаев,Влас,Филимонович,АИ-80,375
Исаев,Влас,Филимонович,АИ-92,440
Исаев,Влас,Филимонович,АИ-95,358
Исаев,Влас,Филимонович,АИ-98,192
Исаев,Влас,Филимонович,"Биодизельное топливо",493
Исаев,Влас,Филимонович,"Дизельное топливо",444
Исаев,Влас,Филимонович,Керосин,258
Симонов,Амос,Борисович,АИ-100,501
Симонов,Амос,Борисович,АИ-101,462
Симонов,Амос,Борисович,АИ-102,346
Симонов,Амос,Борисович,АИ-80,244
Симонов,Амос,Борисович,АИ-92,509
Симонов,Амос,Борисович,АИ-95,354
Симонов,Амос,Борисович,АИ-98,312
Симонов,Амос,Борисович,"Биодизельное топливо",375
Симонов,Амос,Борисович,"Дизельное топливо",406
Симонов,Амос,Борисович,Керосин,597
Рябов,Измаил,Ерофеевич,АИ-100,250
Рябов,Измаил,Ерофеевич,АИ-101,244
Рябов,Измаил,Ерофеевич,АИ-102,319
Рябов,Измаил,Ерофеевич,АИ-80,403
Рябов,Измаил,Ерофеевич,АИ-92,503
Рябов,Измаил,Ерофеевич,АИ-95,230
Рябов,Измаил,Ерофеевич,АИ-98,391
Рябов,Измаил,Ерофеевич,"Биодизельное топливо",250
Рябов,Измаил,Ерофеевич,"Дизельное топливо",285
Рябов,Измаил,Ерофеевич,Керосин,365
Власов,Нифонт,Власович,АИ-100,774
Власов,Нифонт,Власович,АИ-101,425
Власов,Нифонт,Власович,АИ-102,834
Власов,Нифонт,Власович,АИ-80,706
Власов,Нифонт,Власович,АИ-92,583
Власов,Нифонт,Власович,АИ-95,490
Власов,Нифонт,Власович,АИ-98,385
Власов,Нифонт,Власович,"Биодизельное топливо",619
Власов,Нифонт,Власович,"Дизельное топливо",554
Власов,Нифонт,Власович,Керосин,517
Иванов,Лазарь,Григорьевич,АИ-100,352
Иванов,Лазарь,Григорьевич,АИ-101,542
Иванов,Лазарь,Григорьевич,АИ-102,748
Иванов,Лазарь,Григорьевич,АИ-80,591
Иванов,Лазарь,Григорьевич,АИ-92,666
Иванов,Лазарь,Григорьевич,АИ-95,531
Иванов,Лазарь,Григорьевич,АИ-98,451
Иванов,Лазарь,Григорьевич,"Биодизельное топливо",470
Иванов,Лазарь,Григорьевич,"Дизельное топливо",421
Иванов,Лазарь,Григорьевич,Керосин,433
Третьяков,Феликс,Юлианович,АИ-100,562
Третьяков,Феликс,Юлианович,АИ-101,360
Третьяков,Феликс,Юлианович,АИ-102,418
Третьяков,Феликс,Юлианович,АИ-80,444
Третьяков,Феликс,Юлианович,АИ-92,298
Третьяков,Феликс,Юлианович,АИ-95,438
Третьяков,Феликс,Юлианович,АИ-98,246
Третьяков,Феликс,Юлианович,"Биодизельное топливо",510
Третьяков,Феликс,Юлианович,"Дизельное топливо",299
Третьяков,Феликс,Юлианович,Керосин,205
Павлов,Валерий,Артемьевич,АИ-100,427
Павлов,Валерий,Артемьевич,АИ-101,263
Павлов,Валерий,Артемьевич,АИ-102,560
Павлов,Валерий,Артемьевич,АИ-80,564
Павлов,Валерий,Артемьевич,АИ-92,248
Павлов,Валерий,Артемьевич,АИ-95,523
Павлов,Валерий,Артемьевич,АИ-98,435
Павлов,Валерий,Артемьевич,"Биодизельное топливо",267
Павлов,Валерий,Артемьевич,"Дизельное топливо",438
Павлов,Валерий,Артемьевич,Керосин,243
Рябов,Максим,Устинович,АИ-100,552
Рябов,Максим,Устинович,АИ-101,451
Рябов,Максим,Устинович,АИ-102,612
Рябов,Максим,Устинович,АИ-80,863
Рябов,Максим,Устинович,АИ-92,675
Рябов,Максим,Устинович,АИ-95,449
Рябов,Максим,Устинович,АИ-98,338
Рябов,Максим,Устинович,"Биодизельное топливо",531
Рябов,Максим,Устинович,"Дизельное топливо",774
Рябов,Максим,Устинович,Керосин,688
Блохин,Азарий,Фролович,АИ-100,365
Блохин,Азарий,Фролович,АИ-101,550
Блохин,Азарий,Фролович,АИ-102,522
Блохин,Азарий,Фролович,АИ-80,298
Блохин,Азарий,Фролович,АИ-92,437
Блохин,Азарий,Фролович,АИ-95,348
Блохин,Азарий,Фролович,АИ-98,247
Блохин,Азарий,Фролович,"Биодизельное топливо",494
Блохин,Азарий,Фролович,"Дизельное топливо",558
Блохин,Азарий,Фролович,Керосин,242
Миронов,Демьян,Евсеевич,АИ-100,540
Миронов,Демьян,Евсеевич,АИ-101,366
Миронов,Демьян,Евсеевич,АИ-102,515
Миронов,Демьян,Евсеевич,АИ-80,579
Миронов,Демьян,Евсеевич,АИ-92,618
Миронов,Демьян,Евсеевич,АИ-95,399
Миронов,Демьян,Евсеевич,АИ-98,383
Миронов,Демьян,Евсеевич,"Биодизельное топливо",555
Миронов,Демьян,Евсеевич,"Дизельное топливо",706
Миронов,Демьян,Евсеевич,Керосин,316
Ларионов,Самуил,Геннадиевич,АИ-100,194
Ларионов,Самуил,Геннадиевич,АИ-101,188
Ларионов,Самуил,Геннадиевич,АИ-102,193
Ларионов,Самуил,Геннадиевич,АИ-80,198
Ларионов,Самуил,Геннадиевич,АИ-92,205
Ларионов,Самуил,Геннадиевич,АИ-95,116
Ларионов,Самуил,Геннадиевич,АИ-98,319
Ларионов,Самуил,Геннадиевич,"Биодизельное топливо",202
Ларионов,Самуил,Геннадиевич,"Дизельное топливо",136
Ларионов,Самуил,Геннадиевич,Керосин,168
Блинов,Януарий,Филимонович,АИ-100,604
Блинов,Януарий,Филимонович,АИ-101,484
Блинов,Януарий,Филимонович,АИ-102,458
Блинов,Януарий,Филимонович,АИ-80,683
Блинов,Януарий,Филимонович,АИ-92,444
Блинов,Януарий,Филимонович,АИ-95,322
Блинов,Януарий,Филимонович,АИ-98,562
Блинов,Януарий,Филимонович,"Биодизельное топливо",316
Блинов,Януарий,Филимонович,"Дизельное топливо",493
Блинов,Януарий,Филимонович,Керосин,370
Шаров,Карп,Валентинович,АИ-100,309
Шаров,Карп,Валентинович,АИ-101,180
Шаров,Карп,Валентинович,АИ-102,451
Шаров,Карп,Валентинович,АИ-80,143
Шаров,Карп,Валентинович,АИ-92,438
Шаров,Карп,Валентинович,АИ-95,394
Шаров,Карп,Валентинович,АИ-98,411
Шаров,Карп,Валентинович,"Биодизельное топливо",348
Шаров,Карп,Валентинович,"Дизельное топливо",298
Шаров,Карп,Валентинович,Керосин,380
Корнилов,Мир,Феоктистович,АИ-100,305
Корнилов,Мир,Феоктистович,АИ-101,535
Корнилов,Мир,Феоктистович,АИ-102,521
Корнилов,Мир,Феоктистович,АИ-80,493
Корнилов,Мир,Феоктистович,АИ-92,349
Корнилов,Мир,Феоктистович,АИ-95,233
Корнилов,Мир,Феоктистович,АИ-98,238
Корнилов,Мир,Феоктистович,"Биодизельное топливо",649
Корнилов,Мир,Феоктистович,"Дизельное топливо",176
Корнилов,Мир,Феоктистович,Керосин,449
Тарасов,Фирс,Ааронович,АИ-100,801
Тарасов,Фирс,Ааронович,АИ-101,628
Тарасов,Фирс,Ааронович,АИ-102,652
Тарасов,Фирс,Ааронович,АИ-80,507
Тарасов,Фирс,Ааронович,АИ-92,557
Тарасов,Фирс,Ааронович,АИ-95,559
Тарасов,Фирс,Ааронович,АИ-98,637
Тарасов,Фирс,Ааронович,"Биодизельное топливо",720
Тарасов,Фирс,Ааронович,"Дизельное топливо",363
Тарасов,Фирс,Ааронович,Керосин,634
Сафонов,Христофор,Тарасович,АИ-100,507
Сафонов,Христофор,Тарасович,АИ-101,431
Сафонов,Христофор,Тарасович,АИ-102,434
Сафонов,Христофор,Тарасович,АИ-80,657
Сафонов,Христофор,Тарасович,АИ-92,310
Сафонов,Христофор,Тарасович,АИ-95,441
Сафонов,Христофор,Тарасович,АИ-98,452
Сафонов,Христофор,Тарасович,"Биодизельное топливо",601
Сафонов,Христофор,Тарасович,"Дизельное топливо",257
Сафонов,Христофор,Тарасович,Керосин,472
Шубин,Никифор,Гурьевич,АИ-100,408
Шубин,Никифор,Гурьевич,АИ-101,416
Шубин,Никифор,Гурьевич,АИ-102,778
Шубин,Никифор,Гурьевич,АИ-80,384
Шубин,Никифор,Гурьевич,АИ-92,978
Шубин,Никифор,Гурьевич,АИ-95,583
Шубин,Никифор,Гурьевич,АИ-98,417
Шубин,Никифор,Гурьевич,"Биодизельное топливо",370
Шубин,Никифор,Гурьевич,"Дизельное топливо",646
Шубин,Никифор,Гурьевич,Керосин,467
Шарапов,Януарий,Артурович,АИ-100,243
Шарапов,Януарий,Артурович,АИ-101,409
Шарапов,Януарий,Артурович,АИ-102,575
Шарапов,Януарий,Артурович,АИ-80,316
Шарапов,Януарий,Артурович,АИ-92,387
Шарапов,Януарий,Артурович,АИ-95,646
Шарапов,Януарий,Артурович,АИ-98,516
Шарапов,Януарий,Артурович,"Биодизельное топливо",439
Шарапов,Януарий,Артурович,"Дизельное топливо",513
Шарапов,Януарий,Артурович,Керосин,321
Зыков,Леонтий,Игнатович,АИ-100,550
Зыков,Леонтий,Игнатович,АИ-101,255
Зыков,Леонтий,Игнатович,АИ-102,551
Зыков,Леонтий,Игнатович,АИ-80,612
Зыков,Леонтий,Игнатович,АИ-92,373
Зыков,Леонтий,Игнатович,АИ-95,631
Зыков,Леонтий,Игнатович,АИ-98,611
Зыков,Леонтий,Игнатович,"Биодизельное топливо",575
Зыков,Леонтий,Игнатович,"Дизельное топливо",620
Зыков,Леонтий,Игнатович,Керосин,541
Устинов,Аристарх,Игоревич,АИ-100,660
Устинов,Аристарх,Игоревич,АИ-101,375
Устинов,Аристарх,Игоревич,АИ-102,538
Устинов,Аристарх,Игоревич,АИ-80,541
Устинов,Аристарх,Игоревич,АИ-92,615
Устинов,Аристарх,Игоревич,АИ-95,697
Устинов,Аристарх,Игоревич,АИ-98,759
Устинов,Аристарх,Игоревич,"Биодизельное топливо",405
Устинов,Аристарх,Игоревич,"Дизельное топливо",803
Устинов,Аристарх,Игоревич,Керосин,473
Королев,Венедикт,Трофимович,АИ-100,312
Королев,Венедикт,Трофимович,АИ-101,443
Королев,Венедикт,Трофимович,АИ-102,511
Королев,Венедикт,Трофимович,АИ-80,397
Королев,Венедикт,Трофимович,АИ-92,417
Королев,Венедикт,Трофимович,АИ-95,556
Королев,Венедикт,Трофимович,АИ-98,751
Королев,Венедикт,Трофимович,"Биодизельное топливо",124
Королев,Венедикт,Трофимович,"Дизельное топливо",447
Королев,Венедикт,Трофимович,Керосин,571
Фадеев,Анисим,Фадеевич,АИ-100,253
Фадеев,Анисим,Фадеевич,АИ-101,307
Фадеев,Анисим,Фадеевич,АИ-102,270
Фадеев,Анисим,Фадеевич,АИ-80,436
Фадеев,Анисим,Фадеевич,АИ-92,181
Фадеев,Анисим,Фадеевич,АИ-95,430
Фадеев,Анисим,Фадеевич,АИ-98,338
Фадеев,Анисим,Фадеевич,"Биодизельное топливо",322
Фадеев,Анисим,Фадеевич,"Дизельное топливо",384
Фадеев,Анисим,Фадеевич,Керосин,338
Осипов,Симон,Гурьевич,АИ-100,547
Осипов,Симон,Гурьевич,АИ-101,694
Осипов,Симон,Гурьевич,АИ-102,537
Осипов,Симон,Гурьевич,АИ-80,559
Осипов,Симон,Гурьевич,АИ-92,278
Осипов,Симон,Гурьевич,АИ-95,374
Осипов,Симон,Гурьевич,АИ-98,412
Осипов,Симон,Гурьевич,"Биодизельное топливо",821
Осипов,Симон,Гурьевич,"Дизельное топливо",579
Осипов,Симон,Гурьевич,Керосин,327
Воронов,Ратмир,Всеволодович,АИ-100,234
Воронов,Ратмир,Всеволодович,АИ-101,301
Воронов,Ратмир,Всеволодович,АИ-102,452
Воронов,Ратмир,Всеволодович,АИ-80,469
Воронов,Ратмир,Всеволодович,АИ-92,395
Воронов,Ратмир,Всеволодович,АИ-95,507
Воронов,Ратмир,Всеволодович,АИ-98,244
Воронов,Ратмир,Всеволодович,"Биодизельное топливо",533
Воронов,Ратмир,Всеволодович,"Дизельное топливо",548
Воронов,Ратмир,Всеволодович,Керосин,645
Власов,Симон,Гордеевич,АИ-100,60
Власов,Симон,Гордеевич,АИ-101,115
Власов,Симон,Гордеевич,АИ-102,58
Власов,Симон,Гордеевич,АИ-80,187
Власов,Симон,Гордеевич,АИ-92,132
Власов,Симон,Гордеевич,АИ-95,134
Власов,Симон,Гордеевич,АИ-98,53
Власов,Симон,Гордеевич,"Биодизельное топливо",54
Власов,Симон,Гордеевич,"Дизельное топливо",72
Власов,Симон,Гордеевич,Керосин,233
Лукин,Мстислав,Анатольевич,АИ-100,471
Лукин,Мстислав,Анатольевич,АИ-101,226
Лукин,Мстислав,Анатольевич,АИ-102,514
Лукин,Мстислав,Анатольевич,АИ-80,375
Лукин,Мстислав,Анатольевич,АИ-92,364
Лукин,Мстислав,Анатольевич,АИ-95,308
Лукин,Мстислав,Анатольевич,АИ-98,381
Лукин,Мстислав,Анатольевич,"Биодизельное топливо",262
Лукин,Мстислав,Анатольевич,"Дизельное топливо",304
Лукин,Мстислав,Анатольевич,Керосин,246
Фомичев,Эрнст,Васильевич,АИ-100,534
Фомичев,Эрнст,Васильевич,АИ-101,431
Фомичев,Эрнст,Васильевич,АИ-102,568
Фомичев,Эрнст,Васильевич,АИ-80,449
Фомичев,Эрнст,Васильевич,АИ-92,519
Фомичев,Эрнст,Васильевич,АИ-95,700
Фомичев,Эрнст,Васильевич,АИ-98,394
Фомичев,Эрнст,Васильевич,"Биодизельное топливо",546
Фомичев,Эрнст,Васильевич,"Дизельное топливо",619
Фомичев,Эрнст,Васильевич,Керосин,558
Фадеев,Натан,Григорьевич,АИ-100,248
Фадеев,Натан,Григорьевич,АИ-101,307
Фадеев,Натан,Григорьевич,АИ-102,313
Фадеев,Натан,Григорьевич,АИ-80,503
Фадеев,Натан,Григорьевич,АИ-92,339
Фадеев,Натан,Григорьевич,АИ-95,314
Фадеев,Натан,Григорьевич,АИ-98,380
Фадеев,Натан,Григорьевич,"Биодизельное топливо",202
Фадеев,Натан,Григорьевич,"Дизельное топливо",249
Фадеев,Натан,Григорьевич,Керосин,350
Карпов,Азарий,Иларионович,АИ-100,430
Карпов,Азарий,Иларионович,АИ-101,375
Карпов,Азарий,Иларионович,АИ-102,611
Карпов,Азарий,Иларионович,АИ-80,333
Карпов,Азарий,Иларионович,АИ-92,390
Карпов,Азарий,Иларионович,АИ-95,182
Карпов,Азарий,Иларионович,АИ-98,245
Карпов,Азарий,Иларионович,"Биодизельное топливо",343
Карпов,Азарий,Иларионович,"Дизельное топливо",374
Карпов,Азарий,Иларионович,Керосин,270
Лазарев,Прокл,Иосипович,АИ-100,692
Лазарев,Прокл,Иосипович,АИ-101,528
Лазарев,Прокл,Иосипович,АИ-102,861
Лазарев,Прокл,Иосипович,АИ-80,694
Лазарев,Прокл,Иосипович,АИ-92,303
Лазарев,Прокл,Иосипович,АИ-95,574
Лазарев,Прокл,Иосипович,АИ-98,719
Лазарев,Прокл,Иосипович,"Биодизельное топливо",511
Лазарев,Прокл,Иосипович,"Дизельное топливо",423
Лазарев,Прокл,Иосипович,Керосин,657
Дмитриев,Ким,Георгиевич,АИ-100,493
Дмитриев,Ким,Георгиевич,АИ-101,225
Дмитриев,Ким,Георгиевич,АИ-102,472
Дмитриев,Ким,Георгиевич,АИ-80,377
Дмитриев,Ким,Георгиевич,АИ-92,308
Дмитриев,Ким,Георгиевич,АИ-95,455
Дмитриев,Ким,Георгиевич,АИ-98,330
Дмитриев,Ким,Георгиевич,"Биодизельное топливо",521
Дмитриев,Ким,Георгиевич,"Дизельное топливо",435
Дмитриев,Ким,Георгиевич,Керосин,311
Гаврилов,Кирилл,Феофанович,АИ-100,519
Гаврилов,Кирилл,Феофанович,АИ-101,672
Гаврилов,Кирилл,Феофанович,АИ-102,520
Гаврилов,Кирилл,Феофанович,АИ-80,500
Гаврилов,Кирилл,Феофанович,АИ-92,620
Гаврилов,Кирилл,Феофанович,АИ-95,442
Гаврилов,Кирилл,Феофанович,АИ-98,724
Гаврилов,Кирилл,Феофанович,"Биодизельное топливо",481
Гаврилов,Кирилл,Феофанович,"Дизельное топливо",491
Гаврилов,Кирилл,Феофанович,Керосин,636
Зыков,Ярополк,Иосипович,АИ-100,263
Зыков,Ярополк,Иосипович,АИ-101,822
Зыков,Ярополк,Иосипович,АИ-102,431
Зыков,Ярополк,Иосипович,АИ-80,684
Зыков,Ярополк,Иосипович,АИ-92,532
Зыков,Ярополк,Иосипович,АИ-95,507
Зыков,Ярополк,Иосипович,АИ-98,732
Зыков,Ярополк,Иосипович,"Биодизельное топливо",374
Зыков,Ярополк,Иосипович,"Дизельное топливо",722
Зыков,Ярополк,Иосипович,Керосин,659
Тарасов,Денис,Богданович,АИ-100,296
Тарасов,Денис,Богданович,АИ-101,377
Тарасов,Денис,Богданович,АИ-102,575
Тарасов,Денис,Богданович,АИ-80,322
Тарасов,Денис,Богданович,АИ-92,420
Тарасов,Денис,Богданович,АИ-95,239
Тарасов,Денис,Богданович,АИ-98,299
Тарасов,Денис,Богданович,"Биодизельное топливо",246
Тарасов,Денис,Богданович,"Дизельное топливо",325
Тарасов,Денис,Богданович,Керосин,128
Наумов,Алексей,Гертрудович,АИ-100,480
Наумов,Алексей,Гертрудович,АИ-101,351
Наумов,Алексей,Гертрудович,АИ-102,603
Наумов,Алексей,Гертрудович,АИ-80,518
Наумов,Алексей,Гертрудович,АИ-92,601
Наумов,Алексей,Гертрудович,АИ-95,343
Наумов,Алексей,Гертрудович,АИ-98,290
Наумов,Алексей,Гертрудович,"Биодизельное топливо",512
Наумов,Алексей,Гертрудович,"Дизельное топливо",638
Наумов,Алексей,Гертрудович,Керосин,468
Власов,Эдуард,Фокич,АИ-100,265
Власов,Эдуард,Фокич,АИ-101,677
Власов,Эдуард,Фокич,АИ-102,583
Власов,Эдуард,Фокич,АИ-80,461
Власов,Эдуард,Фокич,АИ-92,498
Власов,Эдуард,Фокич,АИ-95,618
Власов,Эдуард,Фокич,АИ-98,872
Власов,Эдуард,Фокич,"Биодизельное топливо",550
Власов,Эдуард,Фокич,"Дизельное топливо",395
Власов,Эдуард,Фокич,Керосин,586
Медведев,Евлампий,Адрианович,АИ-100,736
Медведев,Евлампий,Адрианович,АИ-101,552
Медведев,Евлампий,Адрианович,АИ-102,745
Медведев,Евлампий,Адрианович,АИ-80,722
Медведев,Евлампий,Адрианович,АИ-92,567
Медведев,Евлампий,Адрианович,АИ-95,658
Медведев,Евлампий,Адрианович,АИ-98,636
Медведев,Евлампий,Адрианович,"Биодизельное топливо",427
Медведев,Евлампий,Адрианович,"Дизельное топливо",646
Медведев,Евлампий,Адрианович,Керосин,449
Кулагин,Ярослав,Ермолаевич,АИ-100,273
Кулагин,Ярослав,Ермолаевич,АИ-101,384
Кулагин,Ярослав,Ермолаевич,АИ-102,335
Кулагин,Ярослав,Ермолаевич,АИ-80,483
Кулагин,Ярослав,Ермолаевич,АИ-92,518
Кулагин,Ярослав,Ермолаевич,АИ-95,330
Кулагин,Ярослав,Ермолаевич,АИ-98,430
Кулагин,Ярослав,Ермолаевич,"Биодизельное топливо",315
Кулагин,Ярослав,Ермолаевич,"Дизельное топливо",287
Кулагин,Ярослав,Ермолаевич,Керосин,562
Крылов,Кузьма,Артурович,АИ-100,423
Крылов,Кузьма,Артурович,АИ-101,368
Крылов,Кузьма,Артурович,АИ-102,375
Крылов,Кузьма,Артурович,АИ-80,353
Крылов,Кузьма,Артурович,АИ-92,229
Крылов,Кузьма,Артурович,АИ-95,308
Крылов,Кузьма,Артурович,АИ-98,323
Крылов,Кузьма,Артурович,"Биодизельное топливо",264
Крылов,Кузьма,Артурович,"Дизельное топливо",233
Крылов,Кузьма,Артурович,Керосин,317
Соколов,Мартьян,Георгиевич,АИ-100,765
Соколов,Мартьян,Георгиевич,АИ-101,537
Соколов,Мартьян,Георгиевич,АИ-102,554
Соколов,Мартьян,Георгиевич,АИ-80,806
Соколов,Мартьян,Георгиевич,АИ-92,583
Соколов,Мартьян,Георгиевич,АИ-95,573
Соколов,Мартьян,Георгиевич,АИ-98,801
Соколов,Мартьян,Георгиевич,"Биодизельное топливо",656
Соколов,Мартьян,Георгиевич,"Дизельное топливо",476
Соколов,Мартьян,Георгиевич,Керосин,508
Сысоев,Викентий,Ааронович,АИ-100,263
Сысоев,Викентий,Ааронович,АИ-101,429
Сысоев,Викентий,Ааронович,АИ-102,253
Сысоев,Викентий,Ааронович,АИ-80,222
Сысоев,Викентий,Ааронович,АИ-92,193
Сысоев,Викентий,Ааронович,АИ-95,252
Сысоев,Викентий,Ааронович,АИ-98,455
Сысоев,Викентий,Ааронович,"Биодизельное топливо",452
Сысоев,Викентий,Ааронович,"Дизельное топливо",397
Сысоев,Викентий,Ааронович,Керосин,350
Вишняков,Евгений,Устинович,АИ-100,377
Вишняков,Евгений,Устинович,АИ-101,509
Вишняков,Евгений,Устинович,АИ-102,429
Вишняков,Евгений,Устинович,АИ-80,318
Вишняков,Евгений,Устинович,АИ-92,205
Вишняков,Евгений,Устинович,АИ-95,617
Вишняков,Евгений,Устинович,АИ-98,410
Вишняков,Евгений,Устинович,"Биодизельное топливо",198
Вишняков,Евгений,Устинович,"Дизельное топливо",551
Вишняков,Евгений,Устинович,Керосин,655
Фадеев,Самуил,Терентьевич,АИ-100,320
Фадеев,Самуил,Терентьевич,АИ-101,517
Фадеев,Самуил,Терентьевич,АИ-102,613
Фадеев,Самуил,Терентьевич,АИ-80,368
Фадеев,Самуил,Терентьевич,АИ-92,454
Фадеев,Самуил,Терентьевич,АИ-95,437
Фадеев,Самуил,Терентьевич,АИ-98,469
Фадеев,Самуил,Терентьевич,"Биодизельное топливо",611
Фадеев,Самуил,Терентьевич,"Дизельное топливо",706
Фадеев,Самуил,Терентьевич,Керосин,357
Лебедев,Владилен,Адрианович,АИ-100,592
Лебедев,Владилен,Адрианович,АИ-101,241
Лебедев,Владилен,Адрианович,АИ-102,866
Лебедев,Владилен,Адрианович,АИ-80,695
Лебедев,Владилен,Адрианович,АИ-92,662
Лебедев,Владилен,Адрианович,АИ-95,556
Лебедев,Владилен,Адрианович,АИ-98,622
Лебедев,Владилен,Адрианович,"Биодизельное топливо",768
Лебедев,Владилен,Адрианович,"Дизельное топливо",523
Лебедев,Владилен,Адрианович,Керосин,662
Шашков,Феликс,Всеволодович,АИ-100,188
Шашков,Феликс,Всеволодович,АИ-101,372
Шашков,Феликс,Всеволодович,АИ-102,510
Шашков,Феликс,Всеволодович,АИ-80,407
Шашков,Феликс,Всеволодович,АИ-92,310
Шашков,Феликс,Всеволодович,АИ-95,249
Шашков,Феликс,Всеволодович,АИ-98,511
Шашков,Феликс,Всеволодович,"Биодизельное топливо",281
Шашков,Феликс,Всеволодович,"Дизельное топливо",495
Шашков,Феликс,Всеволодович,Керосин,455
Быков,Клавдий,Эдгардович,АИ-100,542
Быков,Клавдий,Эдгардович,АИ-101,375
Быков,Клавдий,Эдгардович,АИ-102,265
Быков,Клавдий,Эдгардович,АИ-80,412
Быков,Клавдий,Эдгардович,АИ-92,315
Быков,Клавдий,Эдгардович,АИ-95,371
Быков,Клавдий,Эдгардович,АИ-98,469
